Link Text,Link Url
Application Form for The Festival Advance,https://pec.ac.in/sites/default/files/uploads/festival_advance.pdf
Computer & peripherals requisition Form,http://pec.ac.in/sites/default/files/uploads/proforma_computer_peripherals_updated_0.pdf
Departure Report Performa (when proceeding for internship supervision of students),http://pec.ac.in/sites/default/files/uploads/departure_performa_updated.pdf
Notice and Performa for Mobile Phone Allowance,http://pec.ac.in/sites/default/files/uploads/notice_and_performa_for_mobile_updated_0.pdf
Performa for Calling Facility,https://pec.ac.in/sites/default/files/uploads/CallingFacility.pdf
Performa for Reimbursement of Telephone Bills,https://pec.ac.in/sites/default/files/uploads/telephone-bills-reimbursement-performa.pdf
Proposal for Courses & Training Programmes,http://pec.ac.in/sites/default/files/uploads/coursetrainingprogramproposalandotheforms-1_updated.pdf
Proforma for Identity-cum Dependent Card,https://pec.ac.in/sites/default/files/uploads/proforma_icard_pec.pdf
No Dues Certificate (for retiring employees),https://pec.ac.in/sites/default/files/uploads/no_dues_retirement_pec.pdf
Undertaking for Fresh and renewal of Passport,https://pec.ac.in/sites/default/files/uploads/undertaking_passport_pec.pdf
Form for Nominations,https://pec.ac.in/sites/default/files/uploads/form_nomination_pec.pdf
Proforma for L.T.C,https://pec.ac.in/sites/default/files/uploads/proforma_ltc_pec.pdf
Application form for Special Casual Leave/ Project Leave,https://pec.ac.in/sites/default/files/uploads/Proforma-SCL-PL.pdf
Casual Leave/Restricted Holiday Leave Form,http://pec.ac.in/sites/default/files/uploads/casualleave_updated.pdf
Earned Leave/Half Pay Leave/ Commuted Leave/ Extra-ordinary Leave/Extension of Leave,http://pec.ac.in/sites/default/files/uploads/earned_leave_updated.docx
Ex-India Leave,http://pec.ac.in/sites/default/files/uploads/ex-Indialeaveform_updated.pdf
Undertaking for Ex-India leave,http://pec.ac.in/sites/default/files/uploads/undertaking_for_exindia_leave.pdf
Special Casual Leave/ Project Leave / Special Leave,https://pec.ac.in/rules-guidelines-forms/guidelines-special-leave
Vacation Leave – Faculty,http://pec.ac.in/sites/default/files/uploads/vacation_leave_form_faculty_updated.pdf
Vacation Leave – Staff,http://pec.ac.in/sites/default/files/uploads/vacation_leave_form_staff_updated.pdf
Gropup C,https://pec.ac.in/sites/default/files/uploads/group_c_4-9-19.pdf
Group D,https://pec.ac.in/sites/default/files/uploads/group_d_4-9-19.pdf
Medium of Instructions Certificate,https://pec.ac.in/sites/default/files/uploads/medium_instructions_certificate_14-2-2020.pdf
Consolidated Grades Sheet Certificate,https://pec.ac.in/sites/default/files/uploads/consolidated_grades_certificate_14-2-2020.pdf
Certificate for BE/B.Tech. Final Year Students,https://pec.ac.in/sites/default/files/uploads/certificate_btech_2019.pdf
Percentage Conversion Certificate,https://pec.ac.in/sites/default/files/uploads/percentage_conversion_certificate_14-2-2020.pdf
Equivalence Certificate,http://pec.ac.in/sites/default/files/uploads/equivalence_certificate_updated.pdf
Internship of Students of Other Institutes at PEC,https://pec.ac.in/sites/default/files/uploads/internship_pec_other.pdf
CAS 2018 Notice,https://pec.ac.in/sites/default/files/uploads/cas_2018_notice.pdf
PBAS Performa as per UGC 2018,https://pec.ac.in/sites/default/files/uploads/pbas_performa_2018.doc
CAS-2018 Public Notice on Academic Integrity,https://pec.ac.in/sites/default/files/uploads/cas_18_nai.pdf
Counting of past service for CAS-2018,https://pec.ac.in/sites/default/files/uploads/cas_2018_notice_past_service.pdf
Notice regarding date of extension for CAS Notice Dated 28.11.2018,http://pec.ac.in/sites/default/files/uploads/CAS- 2017 Date extend.pdf
CAS Notice Dated 28.11.2018,http://pec.ac.in/sites/default/files/uploads/cas_notice_6-12-18.pdf
PBAS Performa for Promotion under the CAS(prior to 11.07.2016),http://pec.ac.in/sites/default/files/uploads/PBAS%20performa%20prior%2011.07.16.doc
PBAS Performa for Promotion under the CAS,http://pec.ac.in/sites/default/files/uploads/PBAS%20performa%20after%2011.07.16.doc
SAR Letter,http://pec.ac.in/sites/default/files/uploads/sar_letter.pdf
Annual Self-Assessment for the Performance Based Appraisal System (PBAS) (To be filled for Academic Year 2013-14, 2014-15 and 2015-16),http://pec.ac.in/sites/default/files/uploads/sar_performa_13-16.doc
Annual Self-Assessment for the Performance Based Appraisal System (PBAS) (To be filled for Academic Year 2016-2017 Onwards),http://pec.ac.in/sites/default/files/uploads/sar_performa_16-17.docx
Generate E-Salary Slip,http://172.31.11.50:90/LogOn.asp
Custom and GST Exemption Certificate,https://pec.ac.in/sites/default/files/uploads/pec_gst_custom_duty_certificate.pdf
TA/DA rules,https://pec.ac.in/sites/default/files/uploads/TA-RULES.pdf
Empanelment of Vendors for Providing Taxi Services,https://pec.ac.in/sites/default/files/uploads/hiring_taxi_30-7-20.pdf
Service Tax No.,https://pec.ac.in/sites/default/files/uploads/Central-board-of-excise-and-customs.pdf
Educational Institute,https://pec.ac.in/sites/default/files/uploads/Chief-commissioner-of-income-tax.pdf
PAN/TAN,https://pec.ac.in/sites/default/files/uploads/Income-tax-pan-services-unit.pdf
Custom Duty Exemption Certificate,https://pec.ac.in/sites/default/files/uploads/Certificate-of-Registration.pdf
Registration u/s 12 A(a) of Income Tax Act,https://pec.ac.in/sites/default/files/uploads/government-of-India-Income-tax.pdf
VAT on sale of Institute Scrap,https://pec.ac.in/sites/default/files/uploads/Circular-Prevalent-taxation-laws.pdf
Order u/s 89 G(5)(vi) of Income Tax Act,https://pec.ac.in/sites/default/files/uploads/office-of-the-commissioner-of-income-tax-I.pdf
TDS / Service Tax,https://pec.ac.in/sites/default/files/uploads/tds.pdf
Application Form for Final Payment Gazetted Officer,http://pec.ac.in/sites/default/files/uploads/application_form_for_final_payment_gazetted_officer_updated.pdf
Application Form for Final Payment in Death Case,http://pec.ac.in/sites/default/files/uploads/application_form_for_final_payment_in_death_case_updated.pdf
Application Form for Final Payment Non Gazetted Officer,http://pec.ac.in/sites/default/files/uploads/application_form_for_final_payment_non_gazetted_officer_updated.pdf
Application Form for Non refundable GPF Advance,http://pec.ac.in/sites/default/files/uploads/application_form_for_non_refundable_gpf_advance_updated.pdf
Application Form for Submission of Saving Documents (TDS),http://pec.ac.in/sites/default/files/uploads/application_form_for_submission_of_saving_documents_tds_updated.pdf
Application Form for Temporary Advance,http://pec.ac.in/sites/default/files/uploads/application_for_temporary_advance_updated.pdf
Income Tax Assessment Form F.Y 2018-19,http://pec.ac.in/sites/default/files/uploads/income_tax_assessmen_form_fy_2018-19_updated.pdf
Application Form for Claiming Refund of Medical Expenses,http://pec.ac.in/sites/default/files/uploads/medical_performa_updated.pdf
TADA Proforma,http://pec.ac.in/sites/default/files/uploads/tada_performa_updated.xlsx
TA/DA Claim,http://pec.ac.in/sites/default/files/uploads/viva_TA_DA_claim_updated.pdf
Application Form for Grant of Permission for Participation in Tournament,http://pec.ac.in/sites/default/files/uploads/toutnament_permission_sports.pdf
Download Logo,https://pec.ac.in/sites/default/files/uploads/Old-and-New-Logo-PEC.doc
Archive,https://pec.ac.in/rules-guidelines-forms/archive
Overview,https://pec.ac.in/research/overview
Research Groups,https://pec.ac.in/research-groups
Sponsored Research,https://pec.ac.in/sponsored-research
Consultancy,https://pec.ac.in/consultancy
Collaborations,https://pec.ac.in/coe/collaborations
In-House Projects,https://pec.ac.in/house-projects
Time Tables,https://pec.ac.in/current-students/time-tables
Examination,https://pec.ac.in/current-students/examination
Academic Calendar,https://pec.ac.in/academics/calendar
Undergraduate Programme,https://pec.ac.in/programmes/ug/structure
Postgraduate Programme,https://pec.ac.in/programmes/pg/structure
PhD Programme,https://pec.ac.in/programmes/phd
Library,https://pec.ac.in/library
Computer Centre,https://pec.ac.in/computer-centre
Sports,https://pec.ac.in/Sports
Hostels,https://pec.ac.in/hostels
Medical Facility,https://pec.ac.in/medical-facilities
Workshops,https://pec.ac.in/workshops
E-Notices,http://172.15.0.24/enotices/
Multimedia,https://pec.ac.in/multimedia
Brochure & Prospectus,https://pec.ac.in/prospectus
CRIKC,http://crikc.puchd.ac.in/
Sexual Harassment Complaints,https://pec.ac.in/institute/sexual-harassment-complaints-committee
Website Credits,https://pec.ac.in/credits
Web Editor,https://pec.ac.in/web_editor
Anti-Ragging,https://pec.ac.in/anti-ragging
Privacy Statement,https://pec.ac.in/privacy-policy
Report Copyright Infringement,https://pec.ac.in/reporting-copyright-infringement

http://pec.ac.in/library
Skip to main content,https://pec.ac.in/library#main-content
Alumni,https://alumni.pec.ac.in/
Webmail,https://pec.ac.in/institute/email-services
Jobs,https://pec.ac.in/jobs
Tenders,https://pec.ac.in/tenders
Office Orders,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
NIRF,https://pec.ac.in/nirf-data-20
RTI,https://pec.ac.in/node/549
Placements,https://pec.ac.in/tnp/about-cell
Contact Us,https://pec.ac.in/institute-functionaries
,https://pec.ac.in/
,https://pec.ac.in/library#
Home,https://pec.ac.in/
Institute,https://pec.ac.in/institute
History,https://pec.ac.in/history
Vision & Mission,https://pec.ac.in/vision
Campus,https://pec.ac.in/campus
Location,https://pec.ac.in/location
News and Events,https://pec.ac.in/all_events
Tenders & Quotations,https://pec.ac.in/tenders
Balance Sheets,https://pec.ac.in/balance-sheets
Rules, Guidelines & Forms,http://pec.ac.in/rules-guidelines-forms
Faculty Affairs,https://pec.ac.in/faculty-affairs
IQAC Reports,https://pec.ac.in/institute/iqac-reports
Administration,https://pec.ac.in/administration
Board Of Governors,https://pec.ac.in/board-of-governors
Chairman, Board of Governors,https://pec.ac.in/chairman-bog
Director,https://pec.ac.in/director
Senate Members,https://pec.ac.in/senate-members
Building & Works Committee,https://pec.ac.in/building-works-committee
Finance Committee,https://pec.ac.in/finance-committee
Grievance Redressal Committee,https://pec.ac.in/grievance-redressal-committee
Institute Functionaries,https://pec.ac.in/institute-functionaries
Minutes of Meetings,https://pec.ac.in/minutes-meetings
Programmes,https://pec.ac.in/programmes
Undergraduate,https://pec.ac.in/programmes/ug/structure
Postgraduate,https://pec.ac.in/programmes/pg/structure
Doctorate,https://pec.ac.in/programmes/phd
Academic Support for Students,https://pec.ac.in/programmes/student-support
Accreditation,https://pec.ac.in/programmes/accreditation
Scholarships,https://pec.ac.in/programmes/scholarships
IQAC Reports,https://pec.ac.in/iqac/aqar-reports
E-Academic Portal,https://eakadamik.in/pec/
Admissions,https://pec.ac.in/admissions
Academic Units,https://pec.ac.in/academic-units
Departments,https://pec.ac.in/departments
Centres,https://pec.ac.in/centres
Research,https://pec.ac.in/research/overview
Overview,https://pec.ac.in/research/overview
Research Groups,https://pec.ac.in/research-groups
Sponsored Research,https://pec.ac.in/sponsored-research
In-House Projects,https://pec.ac.in/house-projects
Consultancy,https://pec.ac.in/consultancy
Courses and Conferences,https://pec.ac.in/courses-and-conferences
Young Research Fellows Programme,https://pec.ac.in/yrf/about-programme
Norms and Forms,https://pec.ac.in/norms-and-forms
Contacts,https://pec.ac.in/research/contacts
Campus Life,https://pec.ac.in/campus-life
Students,https://pec.ac.in/current-students
Facilities,https://pec.ac.in/facilities
Online Fee Payment,https://www.onlinesbi.com/
-A,
A,
+A,
Library,https://pec.ac.in/library
Facilities,https://pec.ac.in/library/facilities
Sections,https://pec.ac.in/library/sections
Membership Facilities,https://pec.ac.in/library/membership-facilities
Library Automation,https://pec.ac.in/library/automation
Multimedia Resource Centre,https://pec.ac.in/library/multimedia-resource-centre
Resources,https://pec.ac.in/library/e-resources
Team,https://pec.ac.in/library/team
Internal Services,https://pec.ac.in/library/internal-services
Quick Links,https://pec.ac.in/library#0
Alumni,http://alumni.pec.ac.in
Central Library,http://pec.ac.in/library
TEQIP III,http://pec.ac.in/teqip-third-phase
Admissions,http://pec.ac.in/admissions
Placement,http://pec.ac.in/tnp/about-cell
Tenders,http://pec.ac.in/tenders
Close modal,https://pec.ac.in/library#0
,
Overview,https://pec.ac.in/research/overview
Research Groups,https://pec.ac.in/research-groups
Sponsored Research,https://pec.ac.in/sponsored-research
Consultancy,https://pec.ac.in/consultancy
Collaborations,https://pec.ac.in/coe/collaborations
In-House Projects,https://pec.ac.in/house-projects
Time Tables,https://pec.ac.in/current-students/time-tables
Examination,https://pec.ac.in/current-students/examination
Academic Calendar,https://pec.ac.in/academics/calendar
Undergraduate Programme,https://pec.ac.in/programmes/ug/structure
Postgraduate Programme,https://pec.ac.in/programmes/pg/structure
PhD Programme,https://pec.ac.in/programmes/phd
Library,https://pec.ac.in/library
Computer Centre,https://pec.ac.in/computer-centre
Sports,https://pec.ac.in/Sports
Hostels,https://pec.ac.in/hostels
Medical Facility,https://pec.ac.in/medical-facilities
Workshops,https://pec.ac.in/workshops
E-Notices,http://172.15.0.24/enotices/
Multimedia,https://pec.ac.in/multimedia
Brochure & Prospectus,https://pec.ac.in/prospectus
CRIKC,http://crikc.puchd.ac.in/
Sexual Harassment Complaints,https://pec.ac.in/institute/sexual-harassment-complaints-committee
Website Credits,https://pec.ac.in/credits
Web Editor,https://pec.ac.in/web_editor
Anti-Ragging,https://pec.ac.in/anti-ragging
Privacy Statement,https://pec.ac.in/privacy-policy
Report Copyright Infringement,https://pec.ac.in/reporting-copyright-infringement

http://pec.ac.in/teqip-third-phase
Skip to main content,https://pec.ac.in/teqip-third-phase#main-content
Alumni,https://alumni.pec.ac.in/
Webmail,https://pec.ac.in/institute/email-services
Jobs,https://pec.ac.in/jobs
Tenders,https://pec.ac.in/tenders
Office Orders,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
NIRF,https://pec.ac.in/nirf-data-20
RTI,https://pec.ac.in/node/549
Placements,https://pec.ac.in/tnp/about-cell
Contact Us,https://pec.ac.in/institute-functionaries
,https://pec.ac.in/
,https://pec.ac.in/teqip-third-phase#
Home,https://pec.ac.in/
Institute,https://pec.ac.in/institute
History,https://pec.ac.in/history
Vision & Mission,https://pec.ac.in/vision
Campus,https://pec.ac.in/campus
Location,https://pec.ac.in/location
News and Events,https://pec.ac.in/all_events
Tenders & Quotations,https://pec.ac.in/tenders
Balance Sheets,https://pec.ac.in/balance-sheets
Rules, Guidelines & Forms,http://pec.ac.in/rules-guidelines-forms
Faculty Affairs,https://pec.ac.in/faculty-affairs
IQAC Reports,https://pec.ac.in/institute/iqac-reports
Administration,https://pec.ac.in/administration
Board Of Governors,https://pec.ac.in/board-of-governors
